entry,aozora_frequency,candidate_readings,sources,evidence_count,final_status,action,reason,resolved_reading,old_uuid,new_uuid,source_path,source_row,target_path
敬々,32,うやうや,aozora_ruby,22,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,4d1ce992-ffaa-5bd3-b938-8fdf8f5a141f,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/敬々.json,1,
數々,113,かずかず,aozora_ruby,1,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,d7ddef3f-28f5-5d66-8c11-7cf4000e0a6c,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/數々.json,1,
斃,116,あが|お|おち|くた|くたば|たお|たおる|たふ|たふれ|たほ|たを|だお|てるお|へい|や,aozora_ruby|jmnedict,369,source_conflict,conflict,sources disagree on the complete-entry reading,,6ce7881d-f526-52fb-86f8-ad9fadeb984d,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斃.json,1,
斐姥,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,43e6711a-37c3-5e35-934e-3bd7847954aa,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斐姥.json,1,
斐媼,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,422189a1-8752-5ae3-844b-dad5fb03408e,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斐媼.json,1,
斐嫗,16,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,ee25b3ab-7520-5acd-a1a2-70f3b776d9d3,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斐嫗.json,1,
斐己,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,4fa45f60-8b6e-59c9-8739-4bec1d5cfca2,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斐己.json,1,
斐老,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,9c6371a8-78cb-5cf1-9d1a-03e67066ca89,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斐老.json,1,
斐連,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,ee8090a5-662b-5c24-be5a-fdfa52d3a99a,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斐連.json,1,
斑々,125,はだらはだら|はんはん|はんぱん|ぶちぶち|まだらまだら|まばらまばら|むらむら|ムラムラ,aozora_ruby|jmdict,45,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,6d2e802c-912e-5b02-bbf2-8e823b311b94,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斑々.json,1,
斗々,4,とど,jmnedict,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,60080abb-739b-53f4-b12c-e9035d983913,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斗々.json,1,
斡児,7,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,052364c8-cda7-593e-b430-3ce6d78b892d,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斡児.json,1,
斫,6,き|きり|ぎ|キ,aozora_ruby,51,source_conflict,conflict,sources disagree on the complete-entry reading,,347cbf9d-dd96-5286-b6d8-4653577ed08c,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/斫.json,1,
断々,35,きれぎれ|たえだえ,aozora_ruby,15,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,b15c8dd7-b4f4-5212-b25a-bcabd6b871d7,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/断々.json,1,
於,22154,あ|うえ|お|おい|おいて|おけ|おごと|オ|オイ|ココニ,aozora_ruby|jmdict|jmnedict,423,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,6f2e1c71-aa7f-56ad-9aae-cec9033094f2,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於.json,1,
於一,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3b479bce-9710-5a91-abed-8cbbe6e75a3d,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於一.json,1,
於三,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,8506cdbd-8f50-506f-bac4-0c89695896ca,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於三.json,1,
於上,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,fc845554-e288-5f14-90dc-550db7b21915,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於上.json,1,
於不,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d4d3d474-1cc2-5886-9ce2-ca296537d8e4,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於不.json,1,
於世,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,6d73563c-2590-5b95-b53e-af87f1aef926,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於世.json,1,
於丸,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,afb12ddd-7820-571c-bb1c-0bb233fb0a76,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於丸.json,1,
於二,11,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,96f6fb02-a4a4-537a-8d50-3b41ba04f42f,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於二.json,1,
於京,8,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,4d6d77bd-2467-5056-92a1-ee4f9421ba96,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於京.json,1,
於人,12,ふしてひとにはじざるは,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,703a515d-36aa-5eac-a19d-3fa079fcc087,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於人.json,1,
於今,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,f3712d4f-cb5f-5bff-8a3c-64dcdcc29733,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於今.json,1,
於六,4,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,ac6362ab-7bd7-5209-a89f-0e07e46630e2,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於六.json,1,
於其,12,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d2c2d8b4-a257-5180-a801-6b5f8a1ee5db,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於其.json,1,
於加,13,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,a1c675ff-4f72-56fe-aa3c-7ca0547bc5d4,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於加.json,1,
於吾,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3974dee6-276b-57db-9cec-d81f1aff3a30,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於吾.json,1,
於国,10,おくに,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,a3441361-2eb8-5b2d-b1ee-cc3afe3038cc,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於国.json,1,
於地,9,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,96504580-31e2-5f0c-b707-f6673678defe,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於地.json,1,
於天,16,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,e7444595-1424-5cbe-87fb-122472a39753,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於天.json,1,
於夫,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,2f82c441-f81a-5e53-b76d-3bd65480e3b1,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於夫.json,1,
於小,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d96a466c-5cdc-53eb-9ffa-7891cd6d4d73,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於小.json,1,
於弁,13,おべん,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,e23bacbf-2838-5ec8-87fb-45f750b449bc,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於弁.json,1,
於当,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,38b8ae40-0fd0-5762-809f-15dbf3456307,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於当.json,1,
於後,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,4d06e8e4-34c5-5332-8ba1-22973ff673fe,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於後.json,1,
於御,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,04ed68f8-5d39-535b-8ada-679da2d48f74,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於御.json,1,
於心,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,06b30258-8511-5e9f-9cd0-c28348a79747,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於心.json,1,
於情,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d62633b8-875c-541a-8681-84dbf1b21dde,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於情.json,1,
於我,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,6459643c-e448-5b73-8bf2-c7e3d7bbcd0a,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於我.json,1,
於是,63,ここに|ここにおいて|これにおいて|こゝにおいて,aozora_ruby,5,source_conflict,conflict,sources disagree on the complete-entry reading,,187abd9d-765c-5506-9e66-f0bd1242ede3,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於是.json,1,
於有,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,504643af-38eb-5576-991e-f381f09f8f13,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於有.json,1,
於松,34,おまつ,aozora_ruby,2,suspected_fragment,keep_pending,at least one example contains an independent use,,f8154db8-73b1-58d6-9c47-399bee0bad4e,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於松.json,1,
於梅,5,おうめ,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,750cfae4-86f9-5973-8a7c-a48a50e1fd27,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於梅.json,1,
於次,19,おつぎ,aozora_ruby,3,suspected_fragment,keep_pending,at least one example contains an independent use,,9de1a87f-1033-53f3-9996-a508dae3286c,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於次.json,1,
於此,22,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,c8cf08e5-ca8a-5410-b67e-3c8313c2a0f0,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於此.json,1,
於母,8,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d29b59bf-a18d-5fba-8ae8-96e1b81f2311,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於母.json,1,
於無,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,71d6311d-3d62-54ed-b9ab-d71361df7a79,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於無.json,1,
於犬,20,おいぬ,aozora_ruby,2,suspected_fragment,keep_pending,at least one example contains an independent use,,564967de-c1bc-5773-a608-7ae4475b9cd0,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於犬.json,1,
於私,4,わたくしにおいて,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,c6f9c830-a40e-5775-9fea-9768cc1f68e7,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於私.json,1,
於竹,6,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,9d4fbdab-8502-5676-8c73-5fab1717bba5,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於竹.json,1,
於義,23,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,e850ad06-5e57-5cd1-a599-8c84b0c575f6,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於義.json,1,
於翁,4,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,f9688fe0-5c00-5b89-b38d-a9bca45063fc,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於翁.json,1,
於茲,10,こゝにおいて,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d9c4f6c0-7f8a-5dd4-9591-5b2a764b359b,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於茲.json,1,
於萱,4,おかや,aozora_ruby,1,single_ruby,keep_pending,ruby occurs in only one distinct Aozora text file,,98f39dcc-0740-589c-bdd4-aa8162fd7ba4,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於萱.json,1,
於藤,8,おとう|おふじ,aozora_ruby|jmnedict,2,source_conflict,conflict,sources disagree on the complete-entry reading,,6d6e07a2-bd61-5cc1-b8d7-6056109e6ba7,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於藤.json,1,
於蘭,14,おらん,aozora_ruby,4,suspected_fragment,keep_pending,at least one example contains an independent use,,97408ef0-29f6-50ec-9b9a-8f6cfb77a587,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於蘭.json,1,
於虎,50,おとら,aozora_ruby,5,suspected_fragment,keep_pending,at least one example contains an independent use,,66f30816-5b73-505a-9f9b-12f6525027e1,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於虎.json,1,
於西,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,2c8a777f-d355-56d0-9b97-8f42062c3306,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於西.json,1,
於通,164,おつう,aozora_ruby,2,suspected_fragment,keep_pending,at least one example contains an independent use,,3af0ba52-e2c9-514f-966d-6baf36714507,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於通.json,1,
於霜,13,おしも,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,8e3e4972-3cc0-5a3f-b3d2-4d06c3d4806f,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/於霜.json,1,
旃,84,これ,aozora_ruby,1,suspected_fragment,keep_pending,single-character entries require individual review,,21c38dcb-de80-5ed5-a119-e6da6829243a,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/旃.json,1,
旄,4,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,250f6cee-7560-5801-8662-44a48624351e,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/旄.json,1,
旆騎,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,86290ff1-0a1f-537c-91a4-b2fda7e7727e,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/旆騎.json,1,
旋囘,9,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,c52b7d97-79dd-53a2-adf4-4880fef5f882,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/旋囘.json,1,
无,7,な|なき|む,aozora_ruby|jmdict,8,source_conflict,conflict,sources disagree on the complete-entry reading,,3a0e9106-2033-5f33-8cd2-c28b05f9d93e,,/Users/iktahana/Genji/pending/needs_reading/U+6500-U+65FF/无.json,1,
昂々,5,こうこう,aozora_ruby,2,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,ec637655-34fc-5375-b95f-d0968070c1be,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/昂々.json,1,
昃,14,かげ|かたぶ,aozora_ruby,8,source_conflict,conflict,sources disagree on the complete-entry reading,,7eec8610-4cac-5b60-8c35-0f9a729472bb,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/昃.json,1,
映山,10,えいざん,jmnedict,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3f580a76-dba7-5027-a18a-02f458966c2a,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/映山.json,1,
映照,6,えいしょう|てら,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,31b7cae4-b54c-54ed-82fe-15fe44674188,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/映照.json,1,
映鏡,40,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,cbd85d93-4f54-5303-b9c6-6b304a0d7400,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/映鏡.json,1,
昧々,16,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,4176adfe-8d77-521b-b4df-9d845e3e147a,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/昧々.json,1,
昨々,91,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,21632549-ad96-5fb4-8fff-9d75ce1637ac,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/昨々.json,1,
晞,5,かわ|ヒ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,8f2e6d21-c14e-5194-964a-ea4a96723b67,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/晞.json,1,
晤,8,あきら,jmnedict,1,suspected_fragment,keep_pending,single-character entries require individual review,,8646783b-714e-5698-8200-2ab7d5bfbeb1,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/晤.json,1,
晶々,4,あかあか|きらきら|しょうしょう,aozora_ruby|jmdict,3,source_conflict,conflict,sources disagree on the complete-entry reading,,53c0dd11-d3a8-5652-8456-f4e9193abb9c,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/晶々.json,1,
暎,5,あき|あきら|うつ|えい|よん,aozora_ruby|jmnedict,7,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,e0501f84-1f02-55c7-bc2b-1ab3822e4889,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/暎.json,1,
暢々,28,ちょうちょう|のうのう|のびのび,aozora_ruby,23,source_conflict,conflict,sources disagree on the complete-entry reading,,92022a5d-fa34-51ae-92e4-a87572f33a38,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/暢々.json,1,
暫々,4,しばしば,aozora_ruby,1,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,e7a83baa-f168-51b2-be2a-444344e1cc2b,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/暫々.json,1,
暮々,13,,,0,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,9f3927c0-2346-56fe-be01-a8a0814a0e82,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/暮々.json,1,
暴々,22,あらあら,aozora_ruby,9,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,776b71a6-dfd2-55f2-8f63-1c9f79eee231,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/暴々.json,1,
暸,5,あきら|りょう,jmnedict,2,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,80ddd352-7205-5e84-8590-d5f0f631fcd6,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/暸.json,1,
暾,16,あさひ|あつし|のぼる,aozora_ruby|jmnedict,4,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,8a745fa2-4bfa-59f5-bf3d-1370c20a20f9,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/暾.json,1,
曁,12,およ,aozora_ruby,2,suspected_fragment,keep_pending,single-character entries require individual review,,52884cd2-3457-5b3b-9610-0df4535afab7,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曁.json,1,
曠天,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,d64535b3-5fff-51c8-88af-3745d1175c71,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曠天.json,1,
曠着,5,すれぎ|はれぎ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,7ba274aa-b232-5ab9-aa00-3d18feeef7c3,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曠着.json,1,
曠茫,6,こうぼう,aozora_ruby,3,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d00a11bf-6587-5eca-85dc-09a1ba119f56,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曠茫.json,1,
曳出,77,ひきい|ひきだ|ひきだし,aozora_ruby,37,source_conflict,conflict,sources disagree on the complete-entry reading,,8435a2fc-180e-52c5-b10b-3c2ba136b09b,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曳出.json,1,
曳哉,5,えいや,aozora_ruby,2,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,ed04b297-4f2b-5685-a5e6-75d8b3a2ee51,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曳哉.json,1,
曳戸,4,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,aa470bc7-576c-5430-b2f7-bc1a6ea0e9a6,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曳戸.json,1,
曳手,5,ひきて|ひくて,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,6462bbcf-1a34-5855-9501-891bdcd44916,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曳手.json,1,
曳摺,14,ひきず,aozora_ruby,14,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,230c0980-e6d7-5fdc-93bc-67cc672555d0,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曳摺.json,1,
曳治,14,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,33f710a3-db57-59c9-9865-7207b4c85dcb,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曳治.json,1,
曳物,6,ひきもの,aozora_ruby,1,single_ruby,keep_pending,ruby occurs in only one distinct Aozora text file,,ffdd2c19-a182-5078-9b8b-0a23e2680250,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曳物.json,1,
曳込,9,ひきこ,aozora_ruby,7,suspected_fragment,keep_pending,at least one example contains an independent use,,10b1c132-6b7b-560b-a5a7-80ef97986afa,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曳込.json,1,
曷,13,いづく,aozora_ruby,9,suspected_fragment,keep_pending,single-character entries require individual review,,029cb8c8-1c9b-5ca2-98b2-11f0bf0b740f,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曷.json,1,
曷蘇,6,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,a790e1c2-e052-5739-85bc-04ca3fed7ccc,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曷蘇.json,1,
曼,65,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,4190b347-f813-505a-89da-8f7c14d342d5,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曼.json,1,
曼公,20,まんこう,aozora_ruby,2,suspected_fragment,keep_pending,at least one example contains an independent use,,fb09ff69-37eb-5bf0-bffa-0d8e956622e2,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曼公.json,1,
曼底,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,5802f4c0-3372-5dc3-93d9-4aee39ba76c3,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曼底.json,1,
曼民,15,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,649a35dd-9cee-504d-be25-2fff92674479,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曼民.json,1,
曼生,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,09a9b2d5-9b99-5c4d-9c76-31e28107866b,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曼生.json,1,
曼神,15,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,c2320683-b7ea-56b9-b1d1-16efb634e699,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曼神.json,1,
曼舟,4,まんしう|まんしゅう,aozora_ruby|jmnedict,2,source_conflict,conflict,sources disagree on the complete-entry reading,,96d2e938-a7d5-5bbb-b51c-2a5708febc0a,,/Users/iktahana/Genji/pending/needs_reading/U+6600-U+66FF/曼舟.json,1,
来云,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,cf51a1f4-6180-54cc-b3b9-febb4339db59,,/Users/iktahana/Genji/pending/needs_reading/U+6700-U+67FF/ライ云.json,1,
来俳,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3ebbefc9-3f99-54d0-8e85-10552b2c00be,,/Users/iktahana/Genji/pending/needs_reading/U+6700-U+67FF/ライ俳.json,1,
来做,3,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,45cb9ca3-0726-5c9b-88f3-c1c42773b4ef,,/Users/iktahana/Genji/pending/needs_reading/U+6700-U+67FF/ライ做.json,1,
来兩,3,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,48645b26-84ae-5137-bb23-4870dad15a6f,,/Users/iktahana/Genji/pending/needs_reading/U+6700-U+67FF/ライ兩.json,1,
来劔,1,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,625cfc72-0482-5134-8ea0-8ae111a7641f,,/Users/iktahana/Genji/pending/needs_reading/U+6700-U+67FF/ライ劔.json,1,
来奉,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,7c347718-3c8b-5b72-9565-c5f968181598,,/Users/iktahana/Genji/pending/needs_reading/U+6700-U+67FF/ライ奉.json,1,
来孱,2,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,20b2a29b-8b2d-5a2d-baaa-8e41cf9c121e,,/Users/iktahana/Genji/pending/needs_reading/U+6700-U+67FF/ライ孱.json,1,
